;J;K;R;q1;q2;q3;q4
0.005;2230.757292093944;10;3;0.48425314424703086;0.15265944926834454;0.36308740648462456;0.0
0.0025;6874.047039277689;20;3;0.48425314424703086;0.15265944926834454;0.36308740648462456;0.0
0.00125;49385.92196168548;10;4;0.4734809211786115;0.23455698526216295;0.05071578831770047;0.24124630524152513
0.000625;197543.68784674193;10;4;0.4734809211786115;0.23455698526216295;0.05071578831770047;0.24124630524152513
0.0003125;790174.7513869677;10;4;0.4734809211786115;0.23455698526216295;0.05071578831770047;0.24124630524152513
0.00015625;3160699.005547871;10;4;0.4734809211786115;0.23455698526216295;0.05071578831770047;0.24124630524152513
7.8125e-05;12642796.022191484;10;4;0.4734809211786115;0.23455698526216295;0.05071578831770047;0.24124630524152513
