;S1;coef
0;0;-37.58082640678076
1;1;-49.20940427859051
2;2;-93.47867656456866
3;3;28.14651454998637
4;4;234.2259235306514
5;5;-211.2525914988365
6;6;-165.97861813876608
7;7;180.607351202564
8;8;52.30213965656826
9;9;-60.950326384053966
10;10;-6.158025305016238
11;11;7.332664532761212
